dataset,record_id,stage,family,answer,reference,correct,known_conflict_fields,known_conflicts,unknown_fields,unsupported_fields
rectom,desire_508,initial,desire,A,A,True,,0,,0
rectom,desire_508,reviewed,desire,A,A,True,,0,,0
rectom,desire_509,initial,desire,B,B,True,,0,,0
rectom,desire_509,reviewed,desire,B,B,True,,0,,0
rectom,desire_510,initial,desire,A,A,True,,0,,0
rectom,desire_510,reviewed,desire,A,A,True,,0,,0
rectom,desire_573,initial,desire,A,A,True,,0,,0
rectom,desire_573,reviewed,desire,A,A,True,,0,,0
rectom,desire_574,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_574,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_575,initial,desire,A,A,True,,0,,0
rectom,desire_575,reviewed,desire,A,A,True,,0,,0
rectom,desire_576,initial,desire,B,B,True,,0,,0
rectom,desire_576,reviewed,desire,B,B,True,,0,,0
rectom,desire_615,initial,desire,A,A,True,,0,,0
rectom,desire_615,reviewed,desire,A,A,True,,0,,0
rectom,desire_616,initial,desire,A,A,True,,0,,0
rectom,desire_616,reviewed,desire,A,A,True,,0,,0
rectom,desire_617,initial,desire,B,B,True,,0,,0
rectom,desire_617,reviewed,desire,B,B,True,,0,,0
rectom,desire_664,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_664,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_665,initial,desire,A,A,True,,0,,0
rectom,desire_665,reviewed,desire,A,A,True,,0,,0
rectom,desire_666,initial,desire,A,A,True,,0,,0
rectom,desire_666,reviewed,desire,A,A,True,,0,,0
rectom,desire_667,initial,desire,A,A,True,,0,,0
rectom,desire_667,reviewed,desire,A,A,True,,0,,0
rectom,desire_680,initial,desire,A,A,True,,0,,0
rectom,desire_680,reviewed,desire,A,A,True,,0,,0
rectom,desire_681,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_681,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_682,initial,desire,A,A,True,,0,,0
rectom,desire_682,reviewed,desire,A,A,True,,0,,0
rectom,desire_683,initial,desire,B,B,True,,0,,0
rectom,desire_683,reviewed,desire,B,B,True,,0,,0
rectom,desire_697,initial,desire,A,A,True,,0,,0
rectom,desire_697,reviewed,desire,A,A,True,,0,,0
rectom,desire_698,initial,desire,B,B,True,,0,,0
rectom,desire_698,reviewed,desire,B,B,True,,0,,0
rectom,desire_699,initial,desire,A,A,True,,0,,0
rectom,desire_699,reviewed,desire,A,A,True,,0,,0
rectom,desire_700,initial,desire,A,A,True,,0,,0
rectom,desire_700,reviewed,desire,A,A,True,,0,,0
rectom,desire_701,initial,desire,B,B,True,,0,,0
rectom,desire_701,reviewed,desire,B,B,True,,0,,0
rectom,desire_702,initial,desire,B,B,True,,0,,0
rectom,desire_702,reviewed,desire,B,B,True,,0,,0
rectom,desire_703,initial,desire,B,B,True,,0,,0
rectom,desire_703,reviewed,desire,B,B,True,,0,,0
rectom,desire_714,initial,desire,A,A,True,,0,,0
rectom,desire_714,reviewed,desire,A,A,True,,0,,0
rectom,desire_715,initial,desire,A,A,True,,0,,0
rectom,desire_715,reviewed,desire,A,A,True,,0,,0
rectom,desire_716,initial,desire,A,A,True,,0,,0
rectom,desire_716,reviewed,desire,A,A,True,,0,,0
rectom,desire_717,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_717,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_718,initial,desire,B,B,True,,0,,0
rectom,desire_718,reviewed,desire,B,B,True,,0,,0
rectom,desire_740,initial,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_740,reviewed,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_741,initial,desire,A,A,True,,0,,0
rectom,desire_741,reviewed,desire,A,A,True,,0,,0
rectom,desire_742,initial,desire,A,A,True,,0,,0
rectom,desire_742,reviewed,desire,A,A,True,,0,,0
rectom,desire_743,initial,desire,B,B,True,,0,,0
rectom,desire_743,reviewed,desire,B,B,True,,0,,0
rectom,desire_747,initial,desire,A,A,True,,0,,0
rectom,desire_747,reviewed,desire,A,A,True,,0,,0
rectom,desire_748,initial,desire,A,A,True,,0,,0
rectom,desire_748,reviewed,desire,A,A,True,,0,,0
rectom,desire_749,initial,desire,B,B,True,,0,,0
rectom,desire_749,reviewed,desire,B,B,True,,0,,0
rectom,desire_750,initial,desire,A,A,True,,0,,0
rectom,desire_750,reviewed,desire,A,A,True,,0,,0
rectom,desire_788,initial,desire,B,B,True,,0,,0
rectom,desire_788,reviewed,desire,B,B,True,,0,,0
rectom,desire_789,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_789,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_790,initial,desire,A,A,True,,0,,0
rectom,desire_790,reviewed,desire,A,A,True,,0,,0
rectom,desire_791,initial,desire,A,A,True,,0,,0
rectom,desire_791,reviewed,desire,A,A,True,,0,,0
rectom,desire_792,initial,desire,A,A,True,,0,,0
rectom,desire_792,reviewed,desire,A,A,True,,0,,0
rectom,desire_793,initial,desire,B,B,True,,0,,0
rectom,desire_793,reviewed,desire,B,B,True,,0,,0
rectom,desire_794,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_794,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_795,initial,desire,A,A,True,,0,,0
rectom,desire_795,reviewed,desire,A,A,True,,0,,0
rectom,desire_796,initial,desire,A,A,True,,0,,0
rectom,desire_796,reviewed,desire,A,A,True,,0,,0
rectom,desire_797,initial,desire,B,B,True,,0,,0
rectom,desire_797,reviewed,desire,B,B,True,,0,,0
rectom,desire_802,initial,desire,B,B,True,,0,,0
rectom,desire_802,reviewed,desire,B,B,True,,0,,0
rectom,desire_803,initial,desire,B,B,True,,0,,0
rectom,desire_803,reviewed,desire,B,B,True,,0,,0
rectom,desire_804,initial,desire,A,A,True,,0,,0
rectom,desire_804,reviewed,desire,A,A,True,,0,,0
rectom,desire_805,initial,desire,A,A,True,,0,,0
rectom,desire_805,reviewed,desire,A,A,True,,0,,0
rectom,desire_828,initial,desire,A,A,True,,0,,0
rectom,desire_828,reviewed,desire,A,A,True,,0,,0
rectom,desire_829,initial,desire,B,B,True,,0,,0
rectom,desire_829,reviewed,desire,B,B,True,,0,,0
rectom,desire_830,initial,desire,A,A,True,,0,,0
rectom,desire_830,reviewed,desire,A,A,True,,0,,0
rectom,desire_831,initial,desire,A,A,True,,0,,0
rectom,desire_831,reviewed,desire,A,A,True,,0,,0
rectom,desire_839,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_839,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_840,initial,desire,A,A,True,,0,,0
rectom,desire_840,reviewed,desire,A,A,True,,0,,0
rectom,desire_841,initial,desire,B,B,True,,0,,0
rectom,desire_841,reviewed,desire,B,B,True,,0,,0
rectom,desire_842,initial,desire,A,A,True,,0,,0
rectom,desire_842,reviewed,desire,A,A,True,,0,,0
rectom,desire_868,initial,desire,A,A,True,,0,,0
rectom,desire_868,reviewed,desire,A,A,True,,0,,0
rectom,desire_869,initial,desire,B,B,True,,0,,0
rectom,desire_869,reviewed,desire,B,B,True,,0,,0
rectom,desire_870,initial,desire,A,A,True,,0,,0
rectom,desire_870,reviewed,desire,A,A,True,,0,,0
rectom,desire_871,initial,desire,A,A,True,,0,,0
rectom,desire_871,reviewed,desire,A,A,True,,0,,0
rectom,desire_882,initial,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_882,reviewed,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_883,initial,desire,A,A,True,,0,,0
rectom,desire_883,reviewed,desire,A,A,True,,0,,0
rectom,desire_884,initial,desire,A,A,True,,0,,0
rectom,desire_884,reviewed,desire,A,A,True,,0,,0
rectom,desire_885,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_885,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_886,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_886,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_887,initial,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_887,reviewed,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_888,initial,desire,A,A,True,,0,,0
rectom,desire_888,reviewed,desire,A,A,True,,0,,0
rectom,desire_889,initial,desire,A,A,True,,0,,0
rectom,desire_889,reviewed,desire,A,A,True,,0,,0
rectom,desire_894,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_894,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_895,initial,desire,A,A,True,,0,,0
rectom,desire_895,reviewed,desire,A,A,True,,0,,0
rectom,desire_896,initial,desire,A,A,True,,0,,0
rectom,desire_896,reviewed,desire,A,A,True,,0,,0
rectom,desire_897,initial,desire,B,B,True,,0,,0
rectom,desire_897,reviewed,desire,B,B,True,,0,,0
rectom,desire_898,initial,desire,A,A,True,,0,,0
rectom,desire_898,reviewed,desire,A,A,True,,0,,0
rectom,desire_907,initial,desire,A,A,True,,0,,0
rectom,desire_907,reviewed,desire,A,A,True,,0,,0
rectom,desire_908,initial,desire,A,A,True,,0,,0
rectom,desire_908,reviewed,desire,A,A,True,,0,,0
rectom,desire_909,initial,desire,B,B,True,,0,,0
rectom,desire_909,reviewed,desire,B,B,True,,0,,0
rectom,desire_910,initial,desire,A,A,True,,0,,0
rectom,desire_910,reviewed,desire,A,A,True,,0,,0
rectom,desire_911,initial,desire,A,A,True,,0,,0
rectom,desire_911,reviewed,desire,A,A,True,,0,,0
rectom,desire_912,initial,desire,B,B,True,,0,,0
rectom,desire_912,reviewed,desire,B,B,True,,0,,0
rectom,desire_913,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_913,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_914,initial,desire,B,B,True,,0,,0
rectom,desire_914,reviewed,desire,B,B,True,,0,,0
rectom,desire_915,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_915,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_930,initial,desire,A,A,True,,0,,0
rectom,desire_930,reviewed,desire,A,A,True,,0,,0
rectom,desire_931,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_931,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_932,initial,desire,A,A,True,,0,,0
rectom,desire_932,reviewed,desire,A,A,True,,0,,0
rectom,desire_933,initial,desire,B,B,True,,0,,0
rectom,desire_933,reviewed,desire,B,B,True,,0,,0
rectom,desire_996,initial,desire,A,A,True,,0,,0
rectom,desire_996,reviewed,desire,A,A,True,,0,,0
rectom,desire_997,initial,desire,B,B,True,,0,,0
rectom,desire_997,reviewed,desire,B,B,True,,0,,0
rectom,desire_998,initial,desire,A,A,True,,0,,0
rectom,desire_998,reviewed,desire,A,A,True,,0,,0
rectom,desire_999,initial,desire,A,A,True,,0,,0
rectom,desire_999,reviewed,desire,A,A,True,,0,,0
rectom,desire_1000,initial,desire,A,A,True,,0,,0
rectom,desire_1000,reviewed,desire,A,A,True,,0,,0
rectom,desire_1001,initial,desire,B,B,True,,0,,0
rectom,desire_1001,reviewed,desire,B,B,True,,0,,0
rectom,desire_1002,initial,desire,A,A,True,,0,,0
rectom,desire_1002,reviewed,desire,A,A,True,,0,,0
rectom,desire_1042,initial,desire,A,A,True,,0,,0
rectom,desire_1042,reviewed,desire,A,A,True,,0,,0
rectom,desire_1043,initial,desire,B,B,True,,0,,0
rectom,desire_1043,reviewed,desire,B,B,True,,0,,0
rectom,desire_1044,initial,desire,A,A,True,,0,,0
rectom,desire_1044,reviewed,desire,A,A,True,,0,,0
rectom,desire_1045,initial,desire,A,A,True,,0,,0
rectom,desire_1045,reviewed,desire,A,A,True,,0,,0
rectom,desire_1046,initial,desire,A,A,True,,0,,0
rectom,desire_1046,reviewed,desire,A,A,True,,0,,0
rectom,desire_1053,initial,desire,B,B,True,,0,,0
rectom,desire_1053,reviewed,desire,B,B,True,,0,,0
rectom,desire_1054,initial,desire,A,A,True,,0,,0
rectom,desire_1054,reviewed,desire,A,A,True,,0,,0
rectom,desire_1055,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1055,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1056,initial,desire,A,A,True,,0,,0
rectom,desire_1056,reviewed,desire,A,A,True,,0,,0
rectom,desire_1057,initial,desire,B,B,True,,0,,0
rectom,desire_1057,reviewed,desire,B,B,True,,0,,0
rectom,desire_1058,initial,desire,A,A,True,,0,,0
rectom,desire_1058,reviewed,desire,A,A,True,,0,,0
rectom,desire_1059,initial,desire,A,A,True,,0,,0
rectom,desire_1059,reviewed,desire,A,A,True,,0,,0
rectom,desire_1060,initial,desire,A,A,True,,0,,0
rectom,desire_1060,reviewed,desire,A,A,True,,0,,0
rectom,desire_1080,initial,desire,B,B,True,,0,,0
rectom,desire_1080,reviewed,desire,B,B,True,,0,,0
rectom,desire_1081,initial,desire,A,A,True,,0,,0
rectom,desire_1081,reviewed,desire,A,A,True,,0,,0
rectom,desire_1082,initial,desire,A,A,True,,0,,0
rectom,desire_1082,reviewed,desire,A,A,True,,0,,0
rectom,desire_1083,initial,desire,A,A,True,,0,,0
rectom,desire_1083,reviewed,desire,A,A,True,,0,,0
rectom,desire_1084,initial,desire,A,A,True,,0,,0
rectom,desire_1084,reviewed,desire,A,A,True,,0,,0
rectom,desire_1102,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1102,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1103,initial,desire,A,A,True,,0,,0
rectom,desire_1103,reviewed,desire,A,A,True,,0,,0
rectom,desire_1104,initial,desire,A,A,True,,0,,0
rectom,desire_1104,reviewed,desire,A,A,True,,0,,0
rectom,desire_1105,initial,desire,B,B,True,,0,,0
rectom,desire_1105,reviewed,desire,B,B,True,,0,,0
rectom,desire_1114,initial,desire,B,B,True,,0,,0
rectom,desire_1114,reviewed,desire,B,B,True,,0,,0
rectom,desire_1115,initial,desire,B,B,True,,0,,0
rectom,desire_1115,reviewed,desire,B,B,True,,0,,0
rectom,desire_1116,initial,desire,B,B,True,,0,,0
rectom,desire_1116,reviewed,desire,B,B,True,,0,,0
rectom,desire_1117,initial,desire,A,A,True,,0,,0
rectom,desire_1117,reviewed,desire,A,A,True,,0,,0
rectom,desire_1158,initial,desire,B,B,True,,0,,0
rectom,desire_1158,reviewed,desire,B,B,True,,0,,0
rectom,desire_1159,initial,desire,A,A,True,,0,,0
rectom,desire_1159,reviewed,desire,A,A,True,,0,,0
rectom,desire_1160,initial,desire,A,A,True,,0,,0
rectom,desire_1160,reviewed,desire,A,A,True,,0,,0
rectom,desire_1161,initial,desire,A,A,True,,0,,0
rectom,desire_1161,reviewed,desire,A,A,True,,0,,0
rectom,desire_1198,initial,desire,A,A,True,,0,,0
rectom,desire_1198,reviewed,desire,A,A,True,,0,,0
rectom,desire_1199,initial,desire,B,B,True,,0,,0
rectom,desire_1199,reviewed,desire,B,B,True,,0,,0
rectom,desire_1205,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1205,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1206,initial,desire,B,B,True,,0,,0
rectom,desire_1206,reviewed,desire,B,B,True,,0,,0
rectom,desire_1252,initial,desire,A,A,True,,0,,0
rectom,desire_1252,reviewed,desire,A,A,True,,0,,0
rectom,desire_1253,initial,desire,A,A,True,,0,,0
rectom,desire_1253,reviewed,desire,A,A,True,,0,,0
rectom,desire_1254,initial,desire,A,A,True,,0,,0
rectom,desire_1254,reviewed,desire,A,A,True,,0,,0
rectom,desire_1255,initial,desire,B,B,True,,0,,0
rectom,desire_1255,reviewed,desire,B,B,True,,0,,0
rectom,desire_1287,initial,desire,B,B,True,,0,,0
rectom,desire_1287,reviewed,desire,B,B,True,,0,,0
rectom,desire_1288,initial,desire,B,B,True,,0,,0
rectom,desire_1288,reviewed,desire,B,B,True,,0,,0
rectom,desire_1289,initial,desire,A,A,True,,0,,0
rectom,desire_1289,reviewed,desire,A,A,True,,0,,0
rectom,desire_1303,initial,desire,A,A,True,,0,,0
rectom,desire_1303,reviewed,desire,A,A,True,,0,,0
rectom,desire_1304,initial,desire,B,B,True,,0,,0
rectom,desire_1304,reviewed,desire,B,B,True,,0,,0
rectom,desire_1305,initial,desire,A,A,True,,0,,0
rectom,desire_1305,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1318,initial,desire,B,B,True,,0,,0
rectom,desire_1318,reviewed,desire,B,B,True,,0,,0
rectom,desire_1319,initial,desire,A,A,True,,0,,0
rectom,desire_1319,reviewed,desire,A,A,True,,0,,0
rectom,desire_1320,initial,desire,A,A,True,,0,,0
rectom,desire_1320,reviewed,desire,A,A,True,,0,,0
rectom,desire_1321,initial,desire,A,A,True,,0,,0
rectom,desire_1321,reviewed,desire,A,A,True,,0,,0
rectom,desire_1322,initial,desire,A,A,True,,0,,0
rectom,desire_1322,reviewed,desire,A,A,True,,0,,0
rectom,desire_1323,initial,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_1323,reviewed,desire,B,B,True,,0,intends_to_watch,1
rectom,desire_1324,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1324,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1325,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1325,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1326,initial,desire,B,B,True,,0,,0
rectom,desire_1326,reviewed,desire,B,B,True,,0,,0
rectom,desire_1327,initial,desire,A,A,True,,0,,0
rectom,desire_1327,reviewed,desire,A,A,True,,0,,0
rectom,desire_1328,initial,desire,B,B,True,,0,,0
rectom,desire_1328,reviewed,desire,B,B,True,,0,,0
rectom,desire_1336,initial,desire,A,A,True,,0,,0
rectom,desire_1336,reviewed,desire,A,A,True,,0,,0
rectom,desire_1337,initial,desire,A,A,True,,0,,0
rectom,desire_1337,reviewed,desire,A,A,True,,0,,0
rectom,desire_1338,initial,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1338,reviewed,desire,A,A,True,,0,intends_to_watch,1
rectom,desire_1339,initial,desire,B,B,True,,0,,0
rectom,desire_1339,reviewed,desire,B,B,True,,0,,0
rectom,desire_1345,initial,desire,A,A,True,,0,,0
rectom,desire_1345,reviewed,desire,A,A,True,,0,,0
rectom,desire_1346,initial,desire,A,A,True,,0,,0
rectom,desire_1346,reviewed,desire,A,A,True,,0,,0
rectom,desire_1347,initial,desire,B,B,True,,0,,0
rectom,desire_1347,reviewed,desire,B,B,True,,0,,0
rectom,desire_1348,initial,desire,B,B,True,,0,,0
rectom,desire_1348,reviewed,desire,B,B,True,,0,,0
rectom,desire_1371,initial,desire,A,A,True,,0,,0
rectom,desire_1371,reviewed,desire,A,A,True,,0,,0
rectom,desire_1372,initial,desire,B,B,True,,0,,0
rectom,desire_1372,reviewed,desire,B,B,True,,0,,0
rectom,desire_1373,initial,desire,A,A,True,,0,,0
rectom,desire_1373,reviewed,desire,A,A,True,,0,,0
rectom,desire_1374,initial,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_1374,reviewed,desire,B,A,False,,0,intends_to_watch,1
rectom,desire_1375,initial,desire,A,A,True,,0,,0
rectom,desire_1375,reviewed,desire,A,A,True,,0,,0
rectom,desire_1376,initial,desire,A,A,True,,0,,0
rectom,desire_1376,reviewed,desire,A,A,True,,0,,0
rectom,desire_1377,initial,desire,A,A,True,,0,,0
rectom,desire_1377,reviewed,desire,A,A,True,,0,,0
rectom,desire_1378,initial,desire,B,B,True,,0,,0
rectom,desire_1378,reviewed,desire,B,B,True,,0,,0
rectom,desire_1383,initial,desire,B,B,True,,0,,0
rectom,desire_1383,reviewed,desire,B,B,True,,0,,0
rectom,desire_1384,initial,desire,B,B,True,,0,,0
rectom,desire_1384,reviewed,desire,B,B,True,,0,,0
rectom,desire_1385,initial,desire,A,A,True,,0,,0
rectom,desire_1385,reviewed,desire,A,A,True,,0,,0
rectom,desire_1386,initial,desire,A,A,True,,0,,0
rectom,desire_1386,reviewed,desire,A,A,True,,0,,0
rectom,desire_1435,initial,desire,B,B,True,,0,,0
rectom,desire_1435,reviewed,desire,B,B,True,,0,,0
rectom,desire_1436,initial,desire,B,B,True,,0,,0
rectom,desire_1436,reviewed,desire,B,B,True,,0,,0
rectom,desire_1437,initial,desire,A,A,True,,0,,0
rectom,desire_1437,reviewed,desire,A,A,True,,0,,0
