record_id,cluster,family,transition,raw_answer_changed,parsed_answer_changed,initial_valid,review_valid,decision,claim_changed,citation_changed,initial_answer_finalizer_disagreement
38709379::multihop_fo::2,38709379,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
38709379::multihop_fo::3,38709379,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,True,True
38709379::multihop_fo::4,38709379,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
38709379::multihop_fo::5,38709379,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
38709379::multihop_so::0,38709379,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
38709379::multihop_so::1,38709379,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
38709379::multihop_so::2,38709379,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
38709379::multihop_so::3,38709379,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
38709379::multihop_so::4,38709379,multihop_so_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
38709379::multihop_so::5,38709379,multihop_so_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
38709379::attitude::0,38709379,attitude,wrong_to_wrong,False,False,True,True,revise,True,False,False
13366612::location_cg_fo::0,13366612,location_cg_fo,right_to_right,False,False,True,True,revise,False,False,False
13366612::location_cg_fo::1,13366612,location_cg_fo,wrong_to_wrong,False,False,True,True,revise,True,False,True
13366612::location_cg_so::0,13366612,location_cg_so,right_to_wrong,True,True,True,True,revise,True,False,False
13366612::location_cg_so::1,13366612,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
13366612::location_fg_fo::0,13366612,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
13366612::location_fg_fo::1,13366612,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
13366612::location_fg_fo::2,13366612,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
13366612::location_fg_fo::3,13366612,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
13366612::location_fg_so::0,13366612,location_fg_so,right_to_right,False,False,True,True,revise,True,False,True
13366612::location_fg_so::1,13366612,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
13366612::multihop_fo::0,13366612,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
13366612::multihop_fo::1,13366612,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
13366612::multihop_fo::2,13366612,multihop_fo_fullness,right_to_right,False,False,True,True,preserve,False,False,False
13366612::multihop_fo::3,13366612,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
13366612::multihop_fo::4,13366612,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
13366612::multihop_fo::5,13366612,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,True
13366612::multihop_so::0,13366612,multihop_so_fullness,wrong_to_right,True,True,True,True,revise,True,True,True
13366612::multihop_so::1,13366612,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
13366612::multihop_so::2,13366612,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,False,False
13366612::multihop_so::3,13366612,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,False,False
13366612::multihop_so::4,13366612,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
13366612::multihop_so::5,13366612,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,preserve,False,False,False
13366612::attitude::0,13366612,attitude,wrong_to_wrong,False,False,True,True,revise,False,False,False
48727468::location_cg_fo::0,48727468,location_cg_fo,right_to_right,False,False,True,True,revise,True,False,False
48727468::location_cg_fo::1,48727468,location_cg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48727468::location_cg_so::0,48727468,location_cg_so,right_to_right,False,False,True,True,preserve,False,False,False
48727468::location_cg_so::1,48727468,location_cg_so,wrong_to_wrong,False,False,True,True,revise,True,True,False
48727468::location_fg_fo::0,48727468,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
48727468::location_fg_fo::1,48727468,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
48727468::location_fg_fo::2,48727468,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
48727468::location_fg_fo::3,48727468,location_fg_fo,wrong_to_wrong,False,False,True,True,preserve,False,False,True
48727468::location_fg_so::0,48727468,location_fg_so,wrong_to_wrong,False,False,True,True,revise,True,False,True
48727468::location_fg_so::1,48727468,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48727468::multihop_fo::0,48727468,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,False
48727468::multihop_fo::1,48727468,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
48727468::multihop_fo::2,48727468,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,False,False
48727468::multihop_fo::3,48727468,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
48727468::multihop_fo::4,48727468,multihop_fo_accessibility,right_to_right,False,False,True,True,preserve,False,False,False
48727468::multihop_fo::5,48727468,multihop_fo_accessibility,wrong_to_wrong,False,False,True,True,revise,False,False,False
48727468::multihop_so::0,48727468,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
48727468::multihop_so::1,48727468,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,True,False,False
48727468::multihop_so::2,48727468,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48727468::multihop_so::3,48727468,multihop_so_fullness,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48727468::multihop_so::4,48727468,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,revise,True,False,False
48727468::multihop_so::5,48727468,multihop_so_accessibility,wrong_to_wrong,False,False,True,True,preserve,False,False,False
48727468::attitude::0,48727468,attitude,right_to_right,False,False,True,True,revise,True,False,True
23953367::location_cg_fo::0,23953367,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
23953367::location_cg_fo::1,23953367,location_cg_fo,right_to_right,False,False,True,True,preserve,False,False,False
23953367::location_cg_so::0,23953367,location_cg_so,wrong_to_wrong,False,False,True,True,revise,False,True,False
23953367::location_cg_so::1,23953367,location_cg_so,right_to_right,False,False,True,True,revise,True,False,False
23953367::location_fg_fo::0,23953367,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
23953367::location_fg_fo::1,23953367,location_fg_fo,wrong_to_wrong,False,False,True,True,revise,False,False,False
23953367::location_fg_fo::2,23953367,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,False
23953367::location_fg_fo::3,23953367,location_fg_fo,right_to_right,False,False,True,True,preserve,False,False,True
23953367::location_fg_so::0,23953367,location_fg_so,wrong_to_wrong,False,False,True,True,preserve,False,False,True
23953367::location_fg_so::1,23953367,location_fg_so,right_to_right,False,False,True,True,preserve,False,False,True
23953367::multihop_fo::0,23953367,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,False
23953367::multihop_fo::1,23953367,multihop_fo_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,False
23953367::multihop_fo::2,23953367,multihop_fo_fullness,right_to_right,False,False,True,True,revise,True,True,True
23953367::multihop_fo::3,23953367,multihop_fo_fullness,right_to_right,False,False,True,True,revise,False,False,True
23953367::multihop_fo::4,23953367,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
23953367::multihop_fo::5,23953367,multihop_fo_accessibility,right_to_right,False,False,True,True,revise,True,False,False
23953367::multihop_so::0,23953367,multihop_so_fullness,right_to_right,False,False,True,True,revise,True,True,True
23953367::multihop_so::1,23953367,multihop_so_fullness,right_to_right,False,False,True,True,preserve,False,False,False
23953367::multihop_so::2,23953367,multihop_so_fullness,wrong_to_wrong,False,False,True,True,revise,False,False,True
23953367::multihop_so::3,23953367,multihop_so_fullness,right_to_right,False,False,True,True,revise,False,False,False
23953367::multihop_so::4,23953367,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,False
23953367::multihop_so::5,23953367,multihop_so_accessibility,right_to_right,False,False,True,True,revise,True,False,False
23953367::attitude::0,23953367,attitude,right_to_right,False,False,True,True,revise,True,False,False
